anomaly_id,transaction_id,user_id,timestamp,anomaly_type,metric_name,observed_value,baseline_value,deviation_score,detector_method,explanation
ANO_3971D4C867,TX_9043FFBDC3B8,USR_02406,2026-09-01 08:52:27+05:30,ABNORMAL_FEE,fee_inr,468.25,166.3088,2.82,IQR_UPPER_FENCE,Platform fee ₹468.25 breaches the asset's IQR upper fence of ₹166.31.
ANO_E8C07FAFD6,TX_856B9FF6ED61,USR_08759,2026-09-01 10:14:16+05:30,ABNORMAL_FEE,fee_inr,386.66,164.06,2.36,IQR_UPPER_FENCE,Platform fee ₹386.66 breaches the asset's IQR upper fence of ₹164.06.
ANO_B807E9E362,TX_A846A9ADD5CF,USR_02261,2026-09-01 10:33:55+05:30,ABNORMAL_FEE,fee_inr,465.19,166.3088,2.8,IQR_UPPER_FENCE,Platform fee ₹465.19 breaches the asset's IQR upper fence of ₹166.31.
ANO_6D73BBBC1E,TX_31A2C24A0996,USR_09801,2026-09-01 10:50:24+05:30,ABNORMAL_FEE,fee_inr,487.32,169.26,2.88,IQR_UPPER_FENCE,Platform fee ₹487.32 breaches the asset's IQR upper fence of ₹169.26.
ANO_3D0D6DEED4,TX_4BF9D01822AC,USR_04938,2026-09-01 12:37:42+05:30,ABNORMAL_FEE,fee_inr,495.58,169.26,2.93,IQR_UPPER_FENCE,Platform fee ₹495.58 breaches the asset's IQR upper fence of ₹169.26.
ANO_76A93F4378,TX_C434F69FE553,USR_08169,2026-09-01 16:18:37+05:30,ABNORMAL_FEE,fee_inr,519.58,169.26,3.07,IQR_UPPER_FENCE,Platform fee ₹519.58 breaches the asset's IQR upper fence of ₹169.26.
ANO_4B22DC89B6,TX_F29098751A0D,USR_02568,2026-09-01 16:45:00+05:30,ABNORMAL_FEE,fee_inr,552.05,161.96,3.41,IQR_UPPER_FENCE,Platform fee ₹552.05 breaches the asset's IQR upper fence of ₹161.96.
ANO_4F0930DEAE,TX_218FA23A4B71,USR_01459,2026-09-01 17:00:12+05:30,ABNORMAL_FEE,fee_inr,683.79,164.06,4.17,IQR_UPPER_FENCE,Platform fee ₹683.79 breaches the asset's IQR upper fence of ₹164.06.
ANO_2666A71F66,TX_FFE219D6ACFB,USR_02428,2026-09-01 18:13:07+05:30,ABNORMAL_FEE,fee_inr,495.29,166.3088,2.98,IQR_UPPER_FENCE,Platform fee ₹495.29 breaches the asset's IQR upper fence of ₹166.31.
ANO_93871B08F8,TX_719073C4DCCF,USR_04932,2026-09-01 18:58:38+05:30,ABNORMAL_FEE,fee_inr,393.06,161.96,2.43,IQR_UPPER_FENCE,Platform fee ₹393.06 breaches the asset's IQR upper fence of ₹161.96.
ANO_61F25CBE21,TX_ANO_FAL_04B93A84,USR_08285,2026-09-01 19:11:44+05:30,VELOCITY_BURST,tx_velocity_60m,5.0,5.0,1.0,TIME_WINDOW_COUNTER,"User executed 5 transactions within a 60-minute window, breaching velocity threshold of 5."
ANO_7DB4B65540,TX_7834250C2A0E,USR_07372,2026-09-01 23:01:20+05:30,ABNORMAL_FEE,fee_inr,372.78,169.26,2.2,IQR_UPPER_FENCE,Platform fee ₹372.78 breaches the asset's IQR upper fence of ₹169.26.
ANO_B3E5D6D6BF,TX_A4259F4263C9,USR_06240,2026-09-02 06:01:40+05:30,ABNORMAL_FEE,fee_inr,357.74,164.06,2.18,IQR_UPPER_FENCE,Platform fee ₹357.74 breaches the asset's IQR upper fence of ₹164.06.
ANO_0C2EC84670,TX_F1E68008B174,USR_08191,2026-09-02 10:30:01+05:30,ABNORMAL_FEE,fee_inr,306.26,169.26,1.81,IQR_UPPER_FENCE,Platform fee ₹306.26 breaches the asset's IQR upper fence of ₹169.26.
ANO_636FB99A17,TX_ANO_FAL_803EC02C,USR_01812,2026-09-02 11:46:56+05:30,REPEATED_FAILURES,consecutive_failures,4.0,3.0,1.33,FAILURE_STATE_MACHINE,"User encountered 4 consecutive failed transactions within 30m, indicating potential brute force credential guessing or payment gateway fault."
ANO_22AC45D32D,TX_906A4D7E035B,USR_06035,2026-09-02 15:50:06+05:30,ABNORMAL_FEE,fee_inr,491.07,161.96,3.03,IQR_UPPER_FENCE,Platform fee ₹491.07 breaches the asset's IQR upper fence of ₹161.96.
ANO_FF1929442B,TX_1447EE555BEE,USR_08123,2026-09-02 18:54:06+05:30,ABNORMAL_FEE,fee_inr,295.06,161.96,1.82,IQR_UPPER_FENCE,Platform fee ₹295.06 breaches the asset's IQR upper fence of ₹161.96.
ANO_DC5BBC090F,TX_A0D133D8D2D2,USR_02406,2026-09-02 22:38:51+05:30,ABNORMAL_FEE,fee_inr,565.99,166.3088,3.4,IQR_UPPER_FENCE,Platform fee ₹565.99 breaches the asset's IQR upper fence of ₹166.31.
ANO_2522C2816B,TX_153E7AC82491,USR_08255,2026-09-02 22:54:42+05:30,ABNORMAL_FEE,fee_inr,382.62,161.96,2.36,IQR_UPPER_FENCE,Platform fee ₹382.62 breaches the asset's IQR upper fence of ₹161.96.
ANO_27001E86FE,TX_A9C7043020F2,USR_01755,2026-09-03 06:26:44+05:30,ABNORMAL_FEE,fee_inr,481.23,161.96,2.97,IQR_UPPER_FENCE,Platform fee ₹481.23 breaches the asset's IQR upper fence of ₹161.96.
ANO_BAD9F8CE2A,TX_356401EA4CAC,USR_04392,2026-09-03 06:45:02+05:30,ABNORMAL_FEE,fee_inr,505.8,166.3088,3.04,IQR_UPPER_FENCE,Platform fee ₹505.80 breaches the asset's IQR upper fence of ₹166.31.
ANO_2C238CA653,TX_2D3A7B313A1F,USR_08255,2026-09-03 08:03:01+05:30,ABNORMAL_FEE,fee_inr,482.83,169.26,2.85,IQR_UPPER_FENCE,Platform fee ₹482.83 breaches the asset's IQR upper fence of ₹169.26.
ANO_41899B32DF,TX_DB5B99027757,USR_07115,2026-09-03 16:48:40+05:30,ABNORMAL_FEE,fee_inr,320.14,161.96,1.98,IQR_UPPER_FENCE,Platform fee ₹320.14 breaches the asset's IQR upper fence of ₹161.96.
ANO_B79411E930,TX_DC426B955842,USR_01672,2026-09-03 17:55:52+05:30,ABNORMAL_FEE,fee_inr,508.28,166.3088,3.06,IQR_UPPER_FENCE,Platform fee ₹508.28 breaches the asset's IQR upper fence of ₹166.31.
ANO_257C479CB6,TX_A5D60F87C4DC,USR_04991,2026-09-03 19:01:38+05:30,ABNORMAL_FEE,fee_inr,286.65,161.96,1.77,IQR_UPPER_FENCE,Platform fee ₹286.65 breaches the asset's IQR upper fence of ₹161.96.
ANO_559FC01B89,TX_10039FDBC918,USR_00933,2026-09-03 19:58:04+05:30,ABNORMAL_FEE,fee_inr,257.91,169.26,1.52,IQR_UPPER_FENCE,Platform fee ₹257.91 breaches the asset's IQR upper fence of ₹169.26.
ANO_106FC5A447,TX_379AE3F9F9C2,USR_08188,2026-09-03 20:37:09+05:30,ABNORMAL_FEE,fee_inr,548.42,164.06,3.34,IQR_UPPER_FENCE,Platform fee ₹548.42 breaches the asset's IQR upper fence of ₹164.06.
ANO_0A0ABDE661,TX_85838D9D4558,USR_05947,2026-09-03 22:56:58+05:30,BASELINE_SPIKE,user_baseline_zscore,92280.85,41366.4876,3.39,ROLLING_ZSCORE,"Transaction value ₹92,280.85 is 3.4σ above user's rolling historical baseline of ₹41,366.49."
ANO_FAB2561C04,TX_ANO_FAL_BC6AD21F,USR_09080,2026-09-04 02:17:10+05:30,REPEATED_FAILURES,consecutive_failures,3.0,3.0,1.0,FAILURE_STATE_MACHINE,"User encountered 3 consecutive failed transactions within 30m, indicating potential brute force credential guessing or payment gateway fault."
ANO_A3D315B35B,TX_ANO_FAL_57F2B6F1,USR_09080,2026-09-04 02:20:10+05:30,REPEATED_FAILURES,consecutive_failures,4.0,3.0,1.33,FAILURE_STATE_MACHINE,"User encountered 4 consecutive failed transactions within 30m, indicating potential brute force credential guessing or payment gateway fault."
ANO_DB201D99EC,TX_7CC78326E42E,USR_03458,2026-09-04 18:57:49+05:30,ABNORMAL_FEE,fee_inr,386.65,166.3088,2.32,IQR_UPPER_FENCE,Platform fee ₹386.65 breaches the asset's IQR upper fence of ₹166.31.
ANO_0CE7674BE3,TX_F90244012F71,USR_04752,2026-09-04 19:31:30+05:30,ABNORMAL_FEE,fee_inr,433.63,169.26,2.56,IQR_UPPER_FENCE,Platform fee ₹433.63 breaches the asset's IQR upper fence of ₹169.26.
ANO_969514ECC3,TX_D20CA62A5AB5,USR_06202,2026-09-05 01:40:54+05:30,ABNORMAL_FEE,fee_inr,388.97,169.26,2.3,IQR_UPPER_FENCE,Platform fee ₹388.97 breaches the asset's IQR upper fence of ₹169.26.
ANO_8777B6A2FE,TX_F56E83EB8D3E,USR_01470,2026-09-05 03:12:20+05:30,ABNORMAL_FEE,fee_inr,405.14,161.96,2.5,IQR_UPPER_FENCE,Platform fee ₹405.14 breaches the asset's IQR upper fence of ₹161.96.
ANO_237117F542,TX_EEE3FBAECBDA,USR_08247,2026-09-05 03:31:16+05:30,ABNORMAL_FEE,fee_inr,244.12,165.72,1.47,IQR_UPPER_FENCE,Platform fee ₹244.12 breaches the asset's IQR upper fence of ₹165.72.
ANO_0535FBEB8F,TX_FC3FB1A0AE9A,USR_04395,2026-09-05 04:41:48+05:30,ABNORMAL_FEE,fee_inr,646.74,161.96,3.99,IQR_UPPER_FENCE,Platform fee ₹646.74 breaches the asset's IQR upper fence of ₹161.96.
ANO_B88AB4843E,TX_874CF8827870,USR_08910,2026-09-05 06:21:14+05:30,ABNORMAL_FEE,fee_inr,547.43,166.3088,3.29,IQR_UPPER_FENCE,Platform fee ₹547.43 breaches the asset's IQR upper fence of ₹166.31.
ANO_D6506C96DE,TX_8F82CC264D74,USR_08233,2026-09-05 07:01:13+05:30,ABNORMAL_FEE,fee_inr,377.16,161.96,2.33,IQR_UPPER_FENCE,Platform fee ₹377.16 breaches the asset's IQR upper fence of ₹161.96.
ANO_E181372B0E,TX_863B03C76E4D,USR_05881,2026-09-05 07:56:40+05:30,ABNORMAL_FEE,fee_inr,287.38,169.26,1.7,IQR_UPPER_FENCE,Platform fee ₹287.38 breaches the asset's IQR upper fence of ₹169.26.
ANO_35D37C37C9,TX_ANO_FAL_C8B77F8B,USR_00360,2026-09-05 09:26:30+05:30,REPEATED_FAILURES,consecutive_failures,2.0,3.0,0.67,FAILURE_STATE_MACHINE,"User encountered 2 consecutive failed transactions within 30m, indicating potential brute force credential guessing or payment gateway fault."
ANO_989911B38C,TX_ANO_FAL_90D3D28E,USR_00360,2026-09-05 09:29:30+05:30,REPEATED_FAILURES,consecutive_failures,3.0,3.0,1.0,FAILURE_STATE_MACHINE,"User encountered 3 consecutive failed transactions within 30m, indicating potential brute force credential guessing or payment gateway fault."
ANO_466F7680E1,TX_E7E0D257B94C,USR_06850,2026-09-05 09:45:22+05:30,ABNORMAL_FEE,fee_inr,250.82,165.72,1.51,IQR_UPPER_FENCE,Platform fee ₹250.82 breaches the asset's IQR upper fence of ₹165.72.
ANO_614E150DD7,TX_C384C0C35DD7,USR_04732,2026-09-05 18:39:34+05:30,ABNORMAL_FEE,fee_inr,358.79,169.26,2.12,IQR_UPPER_FENCE,Platform fee ₹358.79 breaches the asset's IQR upper fence of ₹169.26.
ANO_AA2C97AF0C,TX_3A89815A78A8,USR_05203,2026-09-05 19:07:19+05:30,ABNORMAL_FEE,fee_inr,344.16,167.3525,2.06,IQR_UPPER_FENCE,Platform fee ₹344.16 breaches the asset's IQR upper fence of ₹167.35.
ANO_3CFCD15FF5,TX_A9544F506D48,USR_00768,2026-09-06 02:27:59+05:30,ABNORMAL_FEE,fee_inr,340.25,169.26,2.01,IQR_UPPER_FENCE,Platform fee ₹340.25 breaches the asset's IQR upper fence of ₹169.26.
ANO_7C7A297D2C,TX_E6306BADD189,USR_06822,2026-09-06 06:12:55+05:30,ABNORMAL_FEE,fee_inr,664.9,164.06,4.05,IQR_UPPER_FENCE,Platform fee ₹664.90 breaches the asset's IQR upper fence of ₹164.06.
ANO_C656F38D57,TX_683C7680857F,USR_00149,2026-09-06 07:18:53+05:30,ABNORMAL_FEE,fee_inr,427.73,161.96,2.64,IQR_UPPER_FENCE,Platform fee ₹427.73 breaches the asset's IQR upper fence of ₹161.96.
ANO_7765410CE6,TX_ANO_SPK_1D27480B,USR_05174,2026-09-06 08:06:03+05:30,BASELINE_SPIKE,user_baseline_zscore,52133.82,250.0,20.75,ROLLING_ZSCORE,"Transaction value ₹52,133.82 is 20.8σ above user's rolling historical baseline of ₹250.00."
ANO_AEEB26C1A5,TX_0BDCF296FB9B,USR_06606,2026-09-06 08:19:04+05:30,ABNORMAL_FEE,fee_inr,362.3,164.06,2.21,IQR_UPPER_FENCE,Platform fee ₹362.30 breaches the asset's IQR upper fence of ₹164.06.
ANO_9CE25BE740,TX_ANO_VEL_CF8FEDCF,USR_05289,2026-09-06 09:08:17+05:30,VELOCITY_BURST,tx_velocity_60m,8.0,5.0,1.6,TIME_WINDOW_COUNTER,"User executed 8 transactions within a 60-minute window, breaching velocity threshold of 5."
ANO_8EB4169A27,TX_DC04D2709A20,USR_03836,2026-09-06 11:55:42+05:30,ABNORMAL_FEE,fee_inr,347.39,169.26,2.05,IQR_UPPER_FENCE,Platform fee ₹347.39 breaches the asset's IQR upper fence of ₹169.26.
ANO_95901FBA5E,TX_21E2CE0C870E,USR_08446,2026-09-06 17:41:32+05:30,ABNORMAL_FEE,fee_inr,301.05,167.3525,1.8,IQR_UPPER_FENCE,Platform fee ₹301.05 breaches the asset's IQR upper fence of ₹167.35.
ANO_B4BAD234DC,TX_A28B1CE69977,USR_01944,2026-09-06 18:31:27+05:30,ABNORMAL_FEE,fee_inr,398.44,166.3088,2.4,IQR_UPPER_FENCE,Platform fee ₹398.44 breaches the asset's IQR upper fence of ₹166.31.
ANO_247751E8C0,TX_0A60CB601978,USR_01443,2026-09-06 18:45:15+05:30,ABNORMAL_FEE,fee_inr,293.39,166.3088,1.76,IQR_UPPER_FENCE,Platform fee ₹293.39 breaches the asset's IQR upper fence of ₹166.31.
ANO_8699ED146D,TX_160DCB6828E3,USR_09826,2026-09-06 22:01:51+05:30,ABNORMAL_FEE,fee_inr,497.13,161.96,3.07,IQR_UPPER_FENCE,Platform fee ₹497.13 breaches the asset's IQR upper fence of ₹161.96.
ANO_9196FE7AE3,TX_50EF436573B0,USR_03817,2026-09-07 02:31:52+05:30,ABNORMAL_FEE,fee_inr,198.15,169.26,1.17,IQR_UPPER_FENCE,Platform fee ₹198.15 breaches the asset's IQR upper fence of ₹169.26.
ANO_B3C8386F66,TX_ANO_VEL_BE074C74,USR_04284,2026-09-07 04:30:15+05:30,VELOCITY_BURST,tx_velocity_60m,9.0,5.0,1.8,TIME_WINDOW_COUNTER,"User executed 9 transactions within a 60-minute window, breaching velocity threshold of 5."
ANO_E6B3199160,TX_2C5CD8952E4F,USR_03458,2026-09-07 07:01:21+05:30,ABNORMAL_FEE,fee_inr,242.53,169.26,1.43,IQR_UPPER_FENCE,Platform fee ₹242.53 breaches the asset's IQR upper fence of ₹169.26.
ANO_86A979088E,TX_92B13A2329D5,USR_05203,2026-09-07 07:08:32+05:30,ABNORMAL_FEE,fee_inr,504.33,166.3088,3.03,IQR_UPPER_FENCE,Platform fee ₹504.33 breaches the asset's IQR upper fence of ₹166.31.
ANO_AF0B190974,TX_B5A99E0DB560,USR_04485,2026-09-07 07:11:48+05:30,BASELINE_SPIKE,user_baseline_zscore,91973.53,45537.6749,3.1,ROLLING_ZSCORE,"Transaction value ₹91,973.53 is 3.1σ above user's rolling historical baseline of ₹45,537.67."
ANO_5074734B7E,TX_F482B93B0733,USR_09893,2026-09-07 11:21:08+05:30,BASELINE_SPIKE,user_baseline_zscore,12466.44,4449.1086,3.21,ROLLING_ZSCORE,"Transaction value ₹12,466.44 is 3.2σ above user's rolling historical baseline of ₹4,449.11."
ANO_CEF2CAC886,TX_508EAFF485F1,USR_05881,2026-09-07 19:48:49+05:30,ABNORMAL_FEE,fee_inr,383.84,161.96,2.37,IQR_UPPER_FENCE,Platform fee ₹383.84 breaches the asset's IQR upper fence of ₹161.96.
ANO_96AE6E460E,TX_2F379842355C,USR_00245,2026-09-08 00:12:57+05:30,ABNORMAL_FEE,fee_inr,225.71,165.72,1.36,IQR_UPPER_FENCE,Platform fee ₹225.71 breaches the asset's IQR upper fence of ₹165.72.
ANO_32B423CF8A,TX_F69B2BE8CA82,USR_05214,2026-09-08 06:24:02+05:30,ABNORMAL_FEE,fee_inr,418.23,166.3088,2.51,IQR_UPPER_FENCE,Platform fee ₹418.23 breaches the asset's IQR upper fence of ₹166.31.
ANO_4EE0164673,TX_CE7BC6C7CF67,USR_03448,2026-09-08 13:25:12+05:30,ABNORMAL_FEE,fee_inr,282.57,161.96,1.74,IQR_UPPER_FENCE,Platform fee ₹282.57 breaches the asset's IQR upper fence of ₹161.96.
ANO_278C653CEE,TX_0E55F54FFEAF,USR_03864,2026-09-08 16:57:44+05:30,ABNORMAL_FEE,fee_inr,357.02,166.3088,2.15,IQR_UPPER_FENCE,Platform fee ₹357.02 breaches the asset's IQR upper fence of ₹166.31.
ANO_092D332B16,TX_ANO_DEP_49837488,USR_07552,2026-09-08 20:15:31+05:30,BASELINE_SPIKE,user_baseline_zscore,652971.6,4861.316,259.24,ROLLING_ZSCORE,"Transaction value ₹652,971.60 is 259.2σ above user's rolling historical baseline of ₹4,861.32."
ANO_206087B9AB,TX_36946C48A122,USR_08946,2026-09-08 20:55:32+05:30,ABNORMAL_FEE,fee_inr,463.31,166.3088,2.79,IQR_UPPER_FENCE,Platform fee ₹463.31 breaches the asset's IQR upper fence of ₹166.31.
ANO_9084B35637,TX_A594CE6583E1,USR_07790,2026-09-09 01:19:26+05:30,ABNORMAL_FEE,fee_inr,482.82,166.3088,2.9,IQR_UPPER_FENCE,Platform fee ₹482.82 breaches the asset's IQR upper fence of ₹166.31.
ANO_2D200F3B9C,TX_CB9A757247A7,USR_06736,2026-09-09 02:58:41+05:30,ABNORMAL_FEE,fee_inr,320.78,169.26,1.9,IQR_UPPER_FENCE,Platform fee ₹320.78 breaches the asset's IQR upper fence of ₹169.26.
ANO_C7246FAF2B,TX_24DDCC1181C0,USR_00897,2026-09-09 13:29:08+05:30,ABNORMAL_FEE,fee_inr,216.27,167.3525,1.29,IQR_UPPER_FENCE,Platform fee ₹216.27 breaches the asset's IQR upper fence of ₹167.35.
ANO_DF85B0AB5F,TX_C4024739E7E8,USR_06482,2026-09-09 19:57:39+05:30,ABNORMAL_FEE,fee_inr,501.37,166.3088,3.01,IQR_UPPER_FENCE,Platform fee ₹501.37 breaches the asset's IQR upper fence of ₹166.31.
ANO_3086D78440,TX_94BE57EF8632,USR_04858,2026-09-09 21:06:10+05:30,ABNORMAL_FEE,fee_inr,245.77,169.26,1.45,IQR_UPPER_FENCE,Platform fee ₹245.77 breaches the asset's IQR upper fence of ₹169.26.
ANO_17D423E27B,TX_0DDEE6E8253B,USR_02749,2026-09-09 23:40:47+05:30,ABNORMAL_FEE,fee_inr,390.58,169.26,2.31,IQR_UPPER_FENCE,Platform fee ₹390.58 breaches the asset's IQR upper fence of ₹169.26.
ANO_C897D6990C,TX_A8E7602F26A3,USR_05217,2026-09-10 02:22:39+05:30,ABNORMAL_FEE,fee_inr,318.65,161.96,1.97,IQR_UPPER_FENCE,Platform fee ₹318.65 breaches the asset's IQR upper fence of ₹161.96.
ANO_222D08516C,TX_291E99B3E6E7,USR_07855,2026-09-10 03:24:33+05:30,BASELINE_SPIKE,user_baseline_zscore,91984.89,45627.3449,3.09,ROLLING_ZSCORE,"Transaction value ₹91,984.89 is 3.1σ above user's rolling historical baseline of ₹45,627.34."
ANO_98AD75F37E,TX_ANO_VEL_15F12D85,USR_06826,2026-09-10 10:25:40+05:30,VELOCITY_BURST,tx_velocity_60m,7.0,5.0,1.4,TIME_WINDOW_COUNTER,"User executed 7 transactions within a 60-minute window, breaching velocity threshold of 5."
ANO_F3B66639FC,TX_ANO_VEL_D1D6C01F,USR_06826,2026-09-10 10:27:40+05:30,VELOCITY_BURST,tx_velocity_60m,8.0,5.0,1.6,TIME_WINDOW_COUNTER,"User executed 8 transactions within a 60-minute window, breaching velocity threshold of 5."
ANO_C868AF0AFB,TX_83A3A5B114C4,USR_00264,2026-09-10 14:59:44+05:30,ABNORMAL_FEE,fee_inr,422.71,161.96,2.61,IQR_UPPER_FENCE,Platform fee ₹422.71 breaches the asset's IQR upper fence of ₹161.96.
ANO_7DA424A68B,TX_E55A5A5E3550,USR_02007,2026-09-10 18:11:12+05:30,ABNORMAL_FEE,fee_inr,361.61,161.96,2.23,IQR_UPPER_FENCE,Platform fee ₹361.61 breaches the asset's IQR upper fence of ₹161.96.
ANO_2112D8BE72,TX_ANO_WTH_BD6BA447,USR_09800,2026-09-10 19:31:25+05:30,BASELINE_SPIKE,user_baseline_zscore,469488.24,55971.2378,165.41,ROLLING_ZSCORE,"Transaction value ₹469,488.24 is 165.4σ above user's rolling historical baseline of ₹55,971.24."
ANO_127D8104DE,TX_ANO_WTH_BD6BA447,USR_09800,2026-09-10 19:31:25+05:30,RAPID_PASS_THROUGH,pass_through_minutes,7.0,15.0,2.14,STATE_TRANSITION_TIMING,"Rapid pass-through: Withdrawal of ₹469,488.24 requested just 7.0m after fiat deposit of ₹469,488.24 with zero trading activity."
ANO_03EAE9D9BB,TX_7981469358DF,USR_09399,2026-09-10 20:14:19+05:30,ABNORMAL_FEE,fee_inr,440.74,169.26,2.6,IQR_UPPER_FENCE,Platform fee ₹440.74 breaches the asset's IQR upper fence of ₹169.26.
ANO_1D66C6E54F,TX_9CC07BC936C2,USR_08204,2026-09-10 22:40:29+05:30,ABNORMAL_FEE,fee_inr,170.02,166.3088,1.02,IQR_UPPER_FENCE,Platform fee ₹170.02 breaches the asset's IQR upper fence of ₹166.31.
ANO_65B51C5F48,TX_D2061F64E4B9,USR_08376,2026-09-10 23:07:59+05:30,ABNORMAL_FEE,fee_inr,504.17,161.96,3.11,IQR_UPPER_FENCE,Platform fee ₹504.17 breaches the asset's IQR upper fence of ₹161.96.
ANO_98B901CC1C,TX_11FC7B2058EE,USR_02261,2026-09-10 23:09:21+05:30,ABNORMAL_FEE,fee_inr,503.62,166.3088,3.03,IQR_UPPER_FENCE,Platform fee ₹503.62 breaches the asset's IQR upper fence of ₹166.31.
ANO_46F6041A5A,TX_D127A9D35F81,USR_02478,2026-09-11 09:56:01+05:30,ABNORMAL_FEE,fee_inr,275.11,169.26,1.63,IQR_UPPER_FENCE,Platform fee ₹275.11 breaches the asset's IQR upper fence of ₹169.26.
ANO_C876C9ACEA,TX_DBEABCDB9E6F,USR_06541,2026-09-11 09:58:56+05:30,ABNORMAL_FEE,fee_inr,655.95,165.72,3.96,IQR_UPPER_FENCE,Platform fee ₹655.95 breaches the asset's IQR upper fence of ₹165.72.
ANO_1D5BB99C4F,TX_4B54CDDB34C7,USR_05308,2026-09-11 13:32:49+05:30,ABNORMAL_FEE,fee_inr,418.93,167.3525,2.5,IQR_UPPER_FENCE,Platform fee ₹418.93 breaches the asset's IQR upper fence of ₹167.35.
ANO_2AF5EB30E5,TX_E2B75BEAFF9E,USR_06404,2026-09-11 14:29:43+05:30,ABNORMAL_FEE,fee_inr,601.56,169.26,3.55,IQR_UPPER_FENCE,Platform fee ₹601.56 breaches the asset's IQR upper fence of ₹169.26.
ANO_C28E7909EE,TX_4AC8DF61E5D7,USR_07107,2026-09-11 14:30:20+05:30,ABNORMAL_FEE,fee_inr,382.16,169.26,2.26,IQR_UPPER_FENCE,Platform fee ₹382.16 breaches the asset's IQR upper fence of ₹169.26.
ANO_A2D2A7F3F3,TX_ANO_FAL_DA023F00,USR_06140,2026-09-11 16:18:13+05:30,REPEATED_FAILURES,consecutive_failures,2.0,3.0,0.67,FAILURE_STATE_MACHINE,"User encountered 2 consecutive failed transactions within 30m, indicating potential brute force credential guessing or payment gateway fault."
ANO_28DF5EC53A,TX_5E52111C5505,USR_05210,2026-09-11 17:59:25+05:30,ABNORMAL_FEE,fee_inr,241.95,169.26,1.43,IQR_UPPER_FENCE,Platform fee ₹241.95 breaches the asset's IQR upper fence of ₹169.26.
ANO_0678B3D516,TX_F218811439FB,USR_04667,2026-09-11 20:27:28+05:30,ABNORMAL_FEE,fee_inr,519.76,169.26,3.07,IQR_UPPER_FENCE,Platform fee ₹519.76 breaches the asset's IQR upper fence of ₹169.26.
ANO_85E5035A62,TX_038B412D5EFB,USR_01711,2026-09-11 21:22:49+05:30,ABNORMAL_FEE,fee_inr,487.88,169.26,2.88,IQR_UPPER_FENCE,Platform fee ₹487.88 breaches the asset's IQR upper fence of ₹169.26.
ANO_1C4FE10665,TX_A1F40958036E,USR_08444,2026-09-12 02:40:50+05:30,ABNORMAL_FEE,fee_inr,347.81,166.3088,2.09,IQR_UPPER_FENCE,Platform fee ₹347.81 breaches the asset's IQR upper fence of ₹166.31.
ANO_73F3F39934,TX_F9C8B9FA9917,USR_08929,2026-09-12 03:27:59+05:30,ABNORMAL_FEE,fee_inr,353.12,161.96,2.18,IQR_UPPER_FENCE,Platform fee ₹353.12 breaches the asset's IQR upper fence of ₹161.96.
ANO_12A73E7475,TX_C43CBFF06AB5,USR_06530,2026-09-12 05:44:02+05:30,ABNORMAL_FEE,fee_inr,555.78,161.96,3.43,IQR_UPPER_FENCE,Platform fee ₹555.78 breaches the asset's IQR upper fence of ₹161.96.
ANO_E4C7CB69C3,TX_ANO_VEL_A9FACF73,USR_00162,2026-09-12 06:48:19+05:30,VELOCITY_BURST,tx_velocity_60m,12.0,5.0,2.4,TIME_WINDOW_COUNTER,"User executed 12 transactions within a 60-minute window, breaching velocity threshold of 5."
ANO_B7DF9F0517,TX_5DF73B39675A,USR_07201,2026-09-12 07:06:09+05:30,ABNORMAL_FEE,fee_inr,447.43,161.96,2.76,IQR_UPPER_FENCE,Platform fee ₹447.43 breaches the asset's IQR upper fence of ₹161.96.
ANO_95B30F7C5D,TX_05AD820CB0A8,USR_06240,2026-09-12 13:00:59+05:30,ABNORMAL_FEE,fee_inr,292.66,169.26,1.73,IQR_UPPER_FENCE,Platform fee ₹292.66 breaches the asset's IQR upper fence of ₹169.26.
ANO_A2CA7AC418,TX_183360314CF9,USR_02348,2026-09-12 13:41:24+05:30,ABNORMAL_FEE,fee_inr,442.31,169.26,2.61,IQR_UPPER_FENCE,Platform fee ₹442.31 breaches the asset's IQR upper fence of ₹169.26.
ANO_27FD29DAFA,TX_B5BB05C903D6,USR_02289,2026-09-12 21:11:39+05:30,ABNORMAL_FEE,fee_inr,489.25,161.96,3.02,IQR_UPPER_FENCE,Platform fee ₹489.25 breaches the asset's IQR upper fence of ₹161.96.
ANO_25C5AB03EC,TX_98987AE4FFF8,USR_01860,2026-09-13 02:27:41+05:30,ABNORMAL_FEE,fee_inr,556.58,167.3525,3.33,IQR_UPPER_FENCE,Platform fee ₹556.58 breaches the asset's IQR upper fence of ₹167.35.
ANO_1C842A8A68,TX_8C553F69B14C,USR_06301,2026-09-13 03:01:27+05:30,ABNORMAL_FEE,fee_inr,601.72,161.96,3.72,IQR_UPPER_FENCE,Platform fee ₹601.72 breaches the asset's IQR upper fence of ₹161.96.
ANO_E0DD003CAA,TX_ANO_DEP_10BD4B2C,USR_05746,2026-09-13 05:37:38+05:30,BASELINE_SPIKE,user_baseline_zscore,794253.47,4582.035,315.87,ROLLING_ZSCORE,"Transaction value ₹794,253.47 is 315.9σ above user's rolling historical baseline of ₹4,582.04."
ANO_C3952FA411,TX_28825DFDD649,USR_06148,2026-09-13 07:27:34+05:30,ABNORMAL_FEE,fee_inr,510.06,161.96,3.15,IQR_UPPER_FENCE,Platform fee ₹510.06 breaches the asset's IQR upper fence of ₹161.96.
